"","ResponseId","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q12_7","Q12_8","Q13","Q14","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q32_9","Q32_10","Q32_11","Q32_12","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q34_8","Q34_9","Q34_10","Q34_11","Q34_12"
"59","R_1ePot8mbUJYuD04","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","more than 1 hour away (more than 60 miles)","Yes","Yes","2-3 times per week","2-3 times per week","2-3 times per week","daily","daily","weekly","weekly","almost never","2-3 times per year","almost never","No","No","No","No","No","No","No","No","Very important","Not very important","Very important","Not very important","Somewhat important","Not at all important","Not at all important","Not at all important","Very important","Somewhat important","Not at all important","Very important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important"
"60","R_3h3KhhM5OVpxPru","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","weekly","monthly","weekly","2-3 times per week","weekly","2-3 times per week","weekly","monthly","weekly","2-3 times per week","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Very important","Somewhat important","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Very important"
"61","R_1lmLwu5noGl2WFQ","within a 15 minute drive (between 5 and 15 miles)","I don’t know","more than 1 hour away (more than 60 miles)","I don’t know","within a 1 hour drive (between 15 and 60 miles)","I don’t know","within a 1 hour drive (between 15 and 60 miles)","I don’t know","Yes","Yes","monthly","almost never","monthly","almost never","almost never","2-3 times per year","almost never","almost never","almost never","2-3 times per year","No","No","Yes","Yes","Yes","Yes","No","Yes","Extremely important","Extremely important","Extremely important","Very important","Extremely important","Very important","Extremely important","Not very important","Extremely important","N/A (did not use)","N/A (did not use)","Extremely important","Extremely important","N/A (did not use)","Extremely important","N/A (did not use)","Extremely important","Extremely important","Extremely important","Somewhat important","Extremely important","N/A (did not use)","Extremely important","Very important"
"62","R_2c0nG0utLusyxL8","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","I don’t know","Yes","No","almost never","almost never","almost never","monthly","almost never","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"63","R_1EiZsFy1BBw0Y5i","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","more than 1 hour away (more than 60 miles)","I don’t know","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","Yes","Yes","2-3 times per year","almost never","yearly","2-3 times per year","monthly","almost never","almost never","yearly","2-3 times per year","weekly","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Very important","Somewhat important","Somewhat important","Extremely important","Somewhat important","Very important","Very important","Very important","Somewhat important","Not very important","Somewhat important","Very important","Somewhat important","Very important","Not very important","Very important","Extremely important","Extremely important","Very important","Somewhat important","Not very important","Somewhat important","Extremely important","Somewhat important"
"64","R_1F8S9ysInNUTLy9","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","I don’t know","I don’t know","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","No","Yes","weekly","weekly","monthly","almost never","2-3 times per week","almost never","almost never","2-3 times per year","monthly","2-3 times per year","Yes","Yes","No","No","No","Yes","No","No","Very important","Not very important","Somewhat important","Extremely important","Extremely important","Very important","Somewhat important","Not very important","Very important","Extremely important","Extremely important","Very important","Not at all important","Not at all important","Somewhat important","Very important","Extremely important","Somewhat important","Very important","Not at all important","Not very important","Extremely important","Not very important","Somewhat important"
"65","R_3esJ5K5wIXhGOz0","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","I don’t know","within a 5 minute drive (less than 5 miles)","I don’t know","I don’t know","I don’t know","Yes","No","almost never","almost never","monthly","weekly","almost never","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Not at all important","Not very important","Not very important","Not at all important","Not very important","Not very important","Not very important","Not at all important","Not at all important","Not at all important","Not at all important","N/A (did not use)","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","N/A (did not use)"
"66","R_1jvn2S1J1oT17QW","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","more than 1 hour away (more than 60 miles)","more than 1 hour away (more than 60 miles)","within a 5 minute drive (less than 5 miles)","Yes","Yes","almost never","weekly","weekly","daily","daily","weekly","weekly","yearly","yearly","2-3 times per year","No","No","Yes","Yes","No","No","No","No","Somewhat important","Not very important","Somewhat important","Very important","Very important","Very important","Very important","N/A (did not use)","Extremely important","Extremely important","N/A (did not use)","N/A (did not use)","Very important","Not very important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","N/A (did not use)","Extremely important","Extremely important","N/A (did not use)","N/A (did not use)"
"67","R_1gd1mCFS7BxcAyD","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","Yes","Yes","almost never","almost never","almost never","weekly","weekly","almost never","2-3 times per year","almost never","almost never","almost never","No","No","No","No","Yes","No","No","No","Somewhat important","Not at all important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Very important","Not at all important","N/A (did not use)","Not very important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Somewhat important","Not at all important","N/A (did not use)"
"68","R_3jZp3TKPkBaLBuB","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","I don’t know","No","No","almost never","2-3 times per week","2-3 times per week","almost never","almost never","almost never","2-3 times per week","almost never","almost never","almost never","No","Yes","Yes","No","No","No","No","No","Very important","Not very important","Somewhat important","Very important","Very important","Not at all important","Not at all important","Not at all important","Somewhat important","Somewhat important","Not at all important","Not at all important","Not very important","Not at all important","Not very important","Not very important","Not very important","Not at all important","Not at all important","Not at all important","Not at all important","Not very important","Not at all important","Not at all important"
"69","R_3irSEH8Y4gFr9DY","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","I don’t know","within a 15 minute drive (between 5 and 15 miles)","No","Yes","monthly","monthly","monthly","yearly","monthly","monthly","weekly","yearly","yearly","yearly","No","Yes","Yes","No","Yes","No","No","No","Very important","Not at all important","Somewhat important","Somewhat important","Not very important","Not very important","Not at all important","Not at all important","Very important","Somewhat important","Not at all important","Very important","Extremely important","Not at all important","Somewhat important","Somewhat important","Not very important","Not very important","Not at all important","Not at all important","Somewhat important","Somewhat important","Not at all important","Extremely important"
"70","R_1lo4voRYVj6lKNG","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","I don’t know","Yes","Yes","2-3 times per year","2-3 times per year","yearly","almost never","almost never","almost never","almost never","almost never","almost never","almost never","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat important","Very important","Very important","Somewhat important","Very important","Very important","Very important","Very important","Very important","Very important","Somewhat important","Very important","Very important","Very important","Not very important","Somewhat important","Very important","Very important","Very important","Extremely important","Very important","Extremely important","Somewhat important","Very important"
"71","R_3O6nCGylLrJIsW8","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 1 hour drive (between 15 and 60 miles)","No","Yes","almost never","almost never","almost never","almost never","monthly","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","N/A (did not use)","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","Extremely important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"72","R_1JVJcCShT53v0sz","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","I don’t know","more than 1 hour away (more than 60 miles)","I don’t know","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","Yes","Yes","2-3 times per year","monthly","2-3 times per year","monthly","yearly","2-3 times per year","yearly","monthly","2-3 times per year","monthly","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat important","Not very important","Somewhat important","N/A (did not use)","Not very important","Not at all important","Not very important","Very important","Not very important","Somewhat important","N/A (did not use)","Not very important","Somewhat important","Not very important","Very important","Somewhat important","Very important","Not at all important","Somewhat important","Not very important","Somewhat important","Very important","Not very important","Somewhat important"
"73","R_1QsZZrYifkYh9B8","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","No","Yes","almost never","2-3 times per week","2-3 times per week","almost never","daily","almost never","2-3 times per year","almost never","almost never","2-3 times per week","No","Yes","Yes","No","No","No","No","Yes","Somewhat important","Somewhat important","Very important","Extremely important","Extremely important","Extremely important","N/A (did not use)","N/A (did not use)","Very important","Extremely important","N/A (did not use)","N/A (did not use)","Somewhat important","N/A (did not use)","Very important","Extremely important","Extremely important","Extremely important","N/A (did not use)","N/A (did not use)","Very important","Extremely important","N/A (did not use)","N/A (did not use)"
"74","R_3EFIyM2EC4fhdrh","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","No","Yes","weekly","weekly","2-3 times per week","2-3 times per week","weekly","2-3 times per week","weekly","weekly","2-3 times per week","weekly","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very important","Somewhat important","Extremely important","Somewhat important","Not very important","Not at all important","Not at all important","Somewhat important","Very important","Not very important","Very important","Not very important","Extremely important","Very important","Somewhat important","Not very important","Not at all important","N/A (did not use)","Not at all important","Not very important","Somewhat important","Very important","Extremely important","Very important"
"75","R_1jBYLGQc2nSc4A9","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","No","yearly","2-3 times per year","yearly","2-3 times per year","yearly","2-3 times per year","yearly","yearly","yearly","2-3 times per year","Yes","No","Yes","Yes","No","Yes","Yes","No","Somewhat important","Not very important","Not at all important","Not very important","Not at all important","Not very important","Not at all important","Not very important","Not at all important","Not very important","Not very important","Not very important","Not very important","Not at all important","Not very important","Not at all important","Not very important","Not at all important","Not very important","Not at all important","Not very important","Not at all important","Not very important","Not very important"
"76","R_2Eaft4XjSG7xVih","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","monthly","weekly","2-3 times per year","2-3 times per week","monthly","weekly","2-3 times per year","weekly","2-3 times per week","monthly","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Somewhat important","Not very important","Very important","Extremely important","Somewhat important","Not very important","Very important","Somewhat important","Not very important","Very important","Somewhat important","Not very important","Somewhat important","Very important","Not very important","Very important","Somewhat important","Extremely important","Somewhat important","Not very important","Somewhat important","Not very important","Very important","Somewhat important"
