STATE,ZIP_CODE,coname,CBSA2020 Update,SumOfZPopPct,STCountyFIPS
TX,79714,Andrews County,Micro,100,48003
TX,75901,Angelina County,Micro,100.01,48005
TX,75902,Angelina County,Micro,,48005
TX,75903,Angelina County,Micro,,48005
TX,75904,Angelina County,Micro,99.94,48005
TX,75915,Angelina County,Micro,,48005
TX,75941,Angelina County,Micro,100,48005
TX,75949,Angelina County,Micro,100,48005
TX,75969,Angelina County,Micro,94.75,48005
TX,75980,Angelina County,Micro,97.53,48005
TX,77950,Aransas County,Micro,3.55,48007
TX,78336,Aransas County,Micro,25.32,48007
TX,78358,Aransas County,Micro,100,48007
TX,78381,Aransas County,Micro,,48007
TX,78382,Aransas County,Micro,100,48007
TX,76360,Archer County,Metro,1.63,48009
TX,76366,Archer County,Metro,100,48009
TX,76370,Archer County,Metro,100,48009
TX,76374,Archer County,Metro,2.3,48009
TX,79019,Armstrong County,Metro,100,48011
TX,79042,Armstrong County,Metro,2.31,48011
TX,79094,Armstrong County,Metro,100,48011
TX,79226,Armstrong County,Metro,2.92,48011
TX,78005,Atascosa County,Metro,29.49,48013
TX,78062,Atascosa County,Metro,,48013
TX,77418,Austin County,Metro,100,48015
TX,77426,Austin County,Metro,6.67,48015
TX,77452,Austin County,Metro,,48015
TX,77473,Austin County,Metro,100,48015
TX,77474,Austin County,Metro,100,48015
TX,77485,Austin County,Metro,54.76,48015
TX,77833,Austin County,Metro,1.25,48015
TX,77835,Austin County,Metro,3.15,48015
TX,78931,Austin County,Metro,100,48015
TX,78933,Austin County,Metro,49.34,48015
TX,78940,Austin County,Metro,8.39,48015
TX,78944,Austin County,Metro,100,48015
TX,78950,Austin County,Metro,66.98,48015
TX,78954,Austin County,Metro,4.01,48015
TX,79324,Bailey County,Neither,100,48017
TX,79325,Bailey County,Neither,0.99,48017
TX,79344,Bailey County,Neither,100,48017
TX,79346,Bailey County,Neither,0.91,48017
TX,79347,Bailey County,Neither,92.62,48017
TX,79371,Bailey County,Neither,6.99,48017
TX,78055,Bandera County,Metro,97.35,48019
TX,78883,Bandera County,Metro,100,48019
TX,78884,Bandera County,Metro,43.96,48019
TX,78885,Bandera County,Metro,92.5,48019
TX,78941,Bastrop County,Metro,2.9,48021
TX,78942,Bastrop County,Metro,0.37,48021
TX,78945,Bastrop County,Metro,0.24,48021
TX,76380,Baylor County,Neither,97.54,48023
TX,78102,Bee County,Micro,99.85,48025
TX,78104,Bee County,Micro,100,48025
TX,78119,Bee County,Micro,4.13,48025
TX,78125,Bee County,Micro,100,48025
TX,78142,Bee County,Micro,100,48025
TX,78145,Bee County,Micro,100,48025
TX,78146,Bee County,Micro,100,48025
TX,78162,Bee County,Micro,100,48025
TX,78387,Bee County,Micro,5.09,48025
TX,78389,Bee County,Micro,100,48025
TX,78391,Bee County,Micro,100,48025
TX,76519,Bell County,Metro,50.48,48027
TX,76528,Bell County,Metro,1.66,48027
TX,78606,Blanco County,Neither,95.82,48031
TX,78635,Blanco County,Neither,100,48031
TX,78636,Blanco County,Neither,100,48031
TX,78643,Blanco County,Neither,0.28,48031
TX,78663,Blanco County,Neither,91.55,48031
TX,78671,Blanco County,Neither,2.75,48031
TX,78676,Blanco County,Neither,0.24,48031
TX,79351,Borden County,Neither,8.07,48033
TX,79511,Borden County,Neither,6.05,48033
TX,79517,Borden County,Neither,34.5,48033
TX,79527,Borden County,Neither,18.33,48033
TX,79713,Borden County,Neither,2.53,48033
TX,79720,Borden County,Neither,0.14,48033
TX,79738,Borden County,Neither,100,48033
TX,76043,Bosque County,Neither,0.13,48035
TX,76457,Bosque County,Neither,5,48035
TX,76634,Bosque County,Neither,99.37,48035
TX,76637,Bosque County,Neither,91.04,48035
TX,76644,Bosque County,Neither,,48035
TX,76649,Bosque County,Neither,91.52,48035
TX,76652,Bosque County,Neither,100,48035
TX,76665,Bosque County,Neither,100,48035
TX,76671,Bosque County,Neither,100,48035
TX,76689,Bosque County,Neither,66.9,48035
TX,76690,Bosque County,Neither,100,48035
TX,75554,Bowie County,Metro,14.34,48037
TX,75559,Bowie County,Metro,100,48037
TX,77866,Brazos County,Metro,,48041
TX,77868,Brazos County,Metro,7.64,48041
TX,79735,Brewster County,Neither,0.02,48043
TX,79830,Brewster County,Neither,100,48043
TX,79831,Brewster County,Neither,100,48043
TX,79832,Brewster County,Neither,,48043
TX,79834,Brewster County,Neither,100,48043
TX,79842,Brewster County,Neither,100,48043
TX,79852,Brewster County,Neither,100,48043
TX,79088,Briscoe County,Neither,0.61,48045
TX,79226,Briscoe County,Neither,0.51,48045
TX,79255,Briscoe County,Neither,90.72,48045
TX,79257,Briscoe County,Neither,100,48045
TX,78353,Brooks County,Neither,100,48047
TX,78355,Brooks County,Neither,95.74,48047
TX,76432,Brown County,Micro,91.9,48049
TX,76443,Brown County,Micro,4.9,48049
TX,76471,Brown County,Micro,11.86,48049
TX,76474,Brown County,Micro,1.78,48049
TX,76801,Brown County,Micro,99.75,48049
TX,76802,Brown County,Micro,100,48049
TX,76803,Brown County,Micro,,48049
TX,76804,Brown County,Micro,,48049
TX,76823,Brown County,Micro,98.74,48049
TX,76827,Brown County,Micro,100,48049
TX,76857,Brown County,Micro,99.44,48049
TX,76890,Brown County,Micro,89.15,48049
TX,76567,Burleson County,Metro,2.25,48051
TX,76550,Burnet County,Neither,7.91,48053
TX,78605,Burnet County,Neither,100,48053
TX,78608,Burnet County,Neither,100,48053
TX,78611,Burnet County,Neither,100,48053
TX,78639,Burnet County,Neither,12.65,48053
TX,78654,Burnet County,Neither,96.74,48053
TX,78657,Burnet County,Neither,37.43,48053
TX,78632,Caldwell County,Metro,37.69,48055
TX,78959,Caldwell County,Metro,2.45,48055
TX,77465,Calhoun County,Micro,1.34,48057
TX,77978,Calhoun County,Micro,100,48057
TX,77979,Calhoun County,Micro,99.14,48057
TX,77982,Calhoun County,Micro,100,48057
TX,77983,Calhoun County,Micro,100,48057
TX,77990,Calhoun County,Micro,12.16,48057
TX,76437,Callahan County,Metro,2.27,48059
TX,76443,Callahan County,Metro,93.04,48059
TX,76464,Callahan County,Metro,6.32,48059
TX,76469,Callahan County,Metro,100,48059
TX,79504,Callahan County,Metro,99.58,48059
TX,79541,Callahan County,Metro,3.92,48059
TX,78569,Cameron County,Metro,1.44,48061
TX,78578,Cameron County,Metro,100,48061
TX,78597,Cameron County,Metro,100,48061
TX,75451,Camp County,Neither,95.46,48063
TX,75686,Camp County,Neither,86.6,48063
TX,79036,Carson County,Metro,11.41,48065
TX,79039,Carson County,Metro,88.45,48065
TX,79068,Carson County,Metro,100,48065
TX,79080,Carson County,Metro,79.34,48065
TX,79097,Carson County,Metro,100,48065
TX,75551,Cass County,Neither,100,48067
TX,75555,Cass County,Neither,88.21,48067
TX,75556,Cass County,Neither,97.71,48067
TX,75560,Cass County,Neither,100,48067
TX,75562,Cass County,Neither,100,48067
TX,75563,Cass County,Neither,100,48067
TX,75565,Cass County,Neither,100,48067
TX,75566,Cass County,Neither,100,48067
TX,75568,Cass County,Neither,31.22,48067
TX,75572,Cass County,Neither,100,48067
TX,75630,Cass County,Neither,41.31,48067
TX,75638,Cass County,Neither,0.81,48067
TX,75656,Cass County,Neither,91.34,48067
TX,75657,Cass County,Neither,4.18,48067
TX,79027,Castro County,Neither,100,48069
TX,79031,Castro County,Neither,3.23,48069
TX,79042,Castro County,Neither,3.76,48069
TX,79043,Castro County,Neither,98.45,48069
TX,79045,Castro County,Neither,2.49,48069
TX,79052,Castro County,Neither,0.4,48069
TX,79063,Castro County,Neither,100,48069
TX,79085,Castro County,Neither,100,48069
TX,79088,Castro County,Neither,0.3,48069
TX,79347,Castro County,Neither,0.51,48069
TX,77575,Chambers County,Metro,0.26,48071
TX,75654,Cherokee County,Micro,0.12,48073
TX,75759,Cherokee County,Micro,100,48073
TX,75764,Cherokee County,Micro,100,48073
TX,75766,Cherokee County,Micro,100.01,48073
TX,75772,Cherokee County,Micro,,48073
TX,75780,Cherokee County,Micro,100,48073
TX,75784,Cherokee County,Micro,51.98,48073
TX,75785,Cherokee County,Micro,100.01,48073
TX,75925,Cherokee County,Micro,99.99,48073
TX,75969,Cherokee County,Micro,5.25,48073
TX,75976,Cherokee County,Micro,100,48073
TX,79201,Childress County,Neither,99.18,48075
TX,79230,Childress County,Neither,17.09,48075
TX,79259,Childress County,Neither,66.67,48075
TX,76228,Clay County,Metro,87.04,48077
TX,76230,Clay County,Metro,1.46,48077
TX,76261,Clay County,Metro,9.44,48077
TX,76357,Clay County,Metro,100,48077
TX,76377,Clay County,Metro,100,48077
TX,79314,Cochran County,Neither,100,48079
TX,79346,Cochran County,Neither,99.09,48079
TX,79379,Cochran County,Neither,100,48079
TX,76933,Coke County,Neither,92.31,48081
TX,76945,Coke County,Neither,100,48081
TX,76949,Coke County,Neither,100,48081
TX,76953,Coke County,Neither,100,48081
TX,79506,Coke County,Neither,43.01,48081
TX,76443,Coleman County,Neither,2.06,48083
TX,76801,Coleman County,Neither,0.02,48083
TX,76823,Coleman County,Neither,1.26,48083
TX,76828,Coleman County,Neither,100,48083
TX,76834,Coleman County,Neither,100,48083
TX,76845,Coleman County,Neither,100,48083
TX,76873,Coleman County,Neither,100,48083
TX,76878,Coleman County,Neither,100,48083
TX,76882,Coleman County,Neither,78.57,48083
TX,76884,Coleman County,Neither,100,48083
TX,76888,Coleman County,Neither,100,48083
TX,79519,Coleman County,Neither,62.16,48083
TX,79538,Coleman County,Neither,84.13,48083
TX,75452,Collin County,Metro,1.98,48085
TX,79077,Collingsworth County,Neither,,48087
TX,79079,Collingsworth County,Neither,5.59,48087
TX,79095,Collingsworth County,Neither,100,48087
TX,79230,Collingsworth County,Neither,82.91,48087
TX,79245,Collingsworth County,Neither,1.9,48087
TX,79251,Collingsworth County,Neither,100,48087
TX,77412,Colorado County,Neither,100,48089
TX,77434,Colorado County,Neither,89.66,48089
TX,77435,Colorado County,Neither,0.46,48089
TX,77442,Colorado County,Neither,100,48089
TX,77460,Colorado County,Neither,100,48089
TX,77470,Colorado County,Neither,100,48089
TX,77475,Colorado County,Neither,100,48089
TX,77964,Colorado County,Neither,0.69,48089
TX,78933,Colorado County,Neither,50.67,48089
TX,78934,Colorado County,Neither,100,48089
TX,78935,Colorado County,Neither,100.01,48089
TX,78938,Colorado County,Neither,19.32,48089
TX,78940,Colorado County,Neither,12.68,48089
TX,78943,Colorado County,Neither,100,48089
TX,78950,Colorado County,Neither,33.02,48089
TX,78951,Colorado County,Neither,100,48089
TX,78962,Colorado County,Neither,89.42,48089
TX,78606,Comal County,Metro,2.71,48091
TX,76432,Comanche County,Neither,8.1,48093
TX,76436,Comanche County,Neither,34.43,48093
TX,76442,Comanche County,Neither,98.73,48093
TX,76444,Comanche County,Neither,100,48093
TX,76445,Comanche County,Neither,20.64,48093
TX,76446,Comanche County,Neither,11.64,48093
TX,76452,Comanche County,Neither,100,48093
TX,76454,Comanche County,Neither,8.59,48093
TX,76455,Comanche County,Neither,100,48093
TX,76468,Comanche County,Neither,,48093
TX,76471,Comanche County,Neither,2.57,48093
TX,76474,Comanche County,Neither,98.22,48093
TX,76857,Comanche County,Neither,0.56,48093
TX,76890,Comanche County,Neither,0.64,48093
TX,76837,Concho County,Neither,100,48095
TX,76855,Concho County,Neither,,48095
TX,76858,Concho County,Neither,13.39,48095
TX,76862,Concho County,Neither,100,48095
TX,76866,Concho County,Neither,100,48095
TX,76875,Concho County,Neither,6.59,48095
TX,76234,Cooke County,Micro,0.26,48097
TX,76238,Cooke County,Micro,100,48097
TX,76239,Cooke County,Micro,19.14,48097
TX,76240,Cooke County,Micro,99.99,48097
TX,76241,Cooke County,Micro,,48097
TX,76250,Cooke County,Micro,100,48097
TX,76252,Cooke County,Micro,100,48097
TX,76253,Cooke County,Micro,100,48097
TX,76263,Cooke County,Micro,100,48097
TX,76265,Cooke County,Micro,5.76,48097
TX,76272,Cooke County,Micro,98.88,48097
TX,76273,Cooke County,Micro,23.21,48097
TX,76525,Coryell County,Metro,51.13,48099
TX,76526,Coryell County,Metro,,48099
TX,76528,Coryell County,Metro,98.34,48099
TX,76538,Coryell County,Metro,51.52,48099
TX,76558,Coryell County,Metro,,48099
TX,76561,Coryell County,Metro,100,48099
TX,76566,Coryell County,Metro,89.15,48099
TX,76596,Coryell County,Metro,100,48099
TX,76597,Coryell County,Metro,100,48099
TX,76598,Coryell County,Metro,100,48099
TX,76599,Coryell County,Metro,100,48099
TX,76634,Coryell County,Metro,0.62,48099
TX,76689,Coryell County,Metro,4.58,48099
TX,79201,Cottle County,Neither,0.36,48101
TX,79223,Cottle County,Neither,,48101
TX,79248,Cottle County,Neither,98.39,48101
TX,79252,Cottle County,Neither,0.34,48101
TX,79731,Crane County,Neither,99.95,48103
TX,79740,Crane County,Neither,,48103
TX,79756,Crane County,Neither,0.08,48103
TX,76932,Crockett County,Neither,1.12,48105
TX,76943,Crockett County,Neither,98.54,48105
TX,79744,Crockett County,Neither,2.35,48105
TX,79781,Crockett County,Neither,2.64,48105
TX,79942,Crockett County,Neither,100,48105
TX,79235,Crosby County,Metro,1.23,48107
TX,79250,Crosby County,Metro,2.59,48107
TX,79322,Crosby County,Metro,100,48107
TX,79356,Crosby County,Metro,0.5,48107
TX,79370,Crosby County,Metro,8.26,48107
TX,79772,Culberson County,Neither,0,48109
TX,79847,Culberson County,Neither,37.72,48109
TX,79855,Culberson County,Neither,99.49,48109
NM,88220,Culberson County,Neither,0.01,48109
TX,79022,Dallam County,Neither,55.14,48111
TX,79051,Dallam County,Neither,100,48111
TX,79087,Dallam County,Neither,100,48111
TX,79331,Dawson County,Micro,98.98,48115
TX,79351,Dawson County,Micro,15.16,48115
TX,79377,Dawson County,Micro,100,48115
TX,79713,Dawson County,Micro,39.36,48115
TX,79001,Deaf Smith County,Micro,10.44,48117
TX,79025,Deaf Smith County,Micro,100,48117
TX,79035,Deaf Smith County,Micro,1.26,48117
TX,79045,Deaf Smith County,Micro,97.51,48117
TX,79092,Deaf Smith County,Micro,5.79,48117
TX,79098,Deaf Smith County,Micro,30.56,48117
TX,75415,Delta County,Neither,100,48119
TX,75428,Delta County,Neither,2.73,48119
TX,75432,Delta County,Neither,100,48119
TX,75441,Delta County,Neither,100,48119
TX,75448,Delta County,Neither,100,48119
TX,75450,Delta County,Neither,100,48119
TX,75469,Delta County,Neither,97.3,48119
TX,76234,Denton County,Metro,1.96,48121
TX,76272,Denton County,Metro,1.12,48121
TX,77954,De Witt County,Neither,99.86,48123
TX,77967,De Witt County,Neither,,48123
TX,77989,De Witt County,Neither,,48123
TX,77994,De Witt County,Neither,100,48123
TX,77995,De Witt County,Neither,40.25,48123
TX,78141,De Witt County,Neither,99.16,48123
TX,78164,De Witt County,Neither,95.38,48123
TX,78629,De Witt County,Neither,0.24,48123
TX,79220,Dickens County,Neither,100,48125
TX,79229,Dickens County,Neither,100,48125
TX,79243,Dickens County,Neither,100,48125
TX,79370,Dickens County,Neither,91.74,48125
TX,78014,Dimmit County,Neither,0.42,48127
TX,78827,Dimmit County,Neither,100,48127
TX,78830,Dimmit County,Neither,100,48127
TX,78834,Dimmit County,Neither,100,48127
TX,78836,Dimmit County,Neither,100,48127
TX,78839,Dimmit County,Neither,0.15,48127
TX,79039,Donley County,Neither,0.64,48129
TX,79057,Donley County,Neither,3.65,48129
TX,79226,Donley County,Neither,96.19,48129
TX,79237,Donley County,Neither,100,48129
TX,79240,Donley County,Neither,100,48129
TX,79245,Donley County,Neither,0.89,48129
TX,78332,Duval County,Neither,0.71,48131
TX,78341,Duval County,Neither,100,48131
TX,78349,Duval County,Neither,100,48131
TX,78357,Duval County,Neither,100,48131
TX,78361,Duval County,Neither,0.52,48131
TX,78376,Duval County,Neither,100,48131
TX,78384,Duval County,Neither,83.85,48131
TX,76435,Eastland County,Neither,99.99,48133
TX,76437,Eastland County,Neither,95.33,48133
TX,76445,Eastland County,Neither,77.4,48133
TX,76448,Eastland County,Neither,100,48133
TX,76454,Eastland County,Neither,91.41,48133
TX,76466,Eastland County,Neither,100,48133
TX,76470,Eastland County,Neither,94.07,48133
TX,76471,Eastland County,Neither,85.57,48133
TX,76475,Eastland County,Neither,2.25,48133
TX,79741,Ector County,Metro,100,48135
TX,79759,Ector County,Metro,100,48135
TX,79776,Ector County,Metro,,48135
TX,76950,Edwards County,Neither,1.05,48137
TX,78828,Edwards County,Neither,74.42,48137
TX,78833,Edwards County,Neither,9.16,48137
TX,78880,Edwards County,Neither,97.92,48137
TX,75119,Ellis County,Metro,99.31,48139
TX,75120,Ellis County,Metro,,48139
TX,76401,Erath County,Micro,100,48143
TX,76402,Erath County,Micro,100,48143
TX,76433,Erath County,Micro,87.92,48143
TX,76445,Erath County,Micro,1.97,48143
TX,76446,Erath County,Micro,88.36,48143
TX,76453,Erath County,Micro,9.69,48143
TX,76457,Erath County,Micro,33.96,48143
TX,76461,Erath County,Micro,,48143
TX,76462,Erath County,Micro,13.55,48143
TX,76463,Erath County,Micro,43.66,48143
TX,76465,Erath County,Micro,,48143
TX,76649,Erath County,Micro,8.48,48143
TX,76519,Falls County,Metro,8.79,48145
TX,76629,Falls County,Metro,9.5,48145
TX,76653,Falls County,Metro,18.58,48145
TX,76661,Falls County,Metro,99.99,48145
TX,76687,Falls County,Metro,0.89,48145
TX,75413,Fannin County,Micro,100,48147
TX,75418,Fannin County,Micro,100,48147
TX,75423,Fannin County,Micro,1.11,48147
TX,75438,Fannin County,Micro,100,48147
TX,75439,Fannin County,Micro,100,48147
TX,75443,Fannin County,Micro,,48147
TX,75446,Fannin County,Micro,87.67,48147
TX,75447,Fannin County,Micro,100,48147
TX,75449,Fannin County,Micro,83.39,48147
TX,75452,Fannin County,Micro,93.79,48147
TX,75469,Fannin County,Micro,2.7,48147
TX,75475,Fannin County,Micro,100,48147
TX,75476,Fannin County,Micro,100,48147
TX,75479,Fannin County,Micro,100,48147
TX,75488,Fannin County,Micro,100,48147
TX,75490,Fannin County,Micro,98.51,48147
TX,75492,Fannin County,Micro,100,48147
TX,75496,Fannin County,Micro,15.22,48147
TX,78932,Fayette County,Neither,67.77,48149
TX,78938,Fayette County,Neither,80.68,48149
TX,78940,Fayette County,Neither,78.93,48149
TX,78941,Fayette County,Neither,94.26,48149
TX,78942,Fayette County,Neither,1.64,48149
TX,78945,Fayette County,Neither,99.76,48149
TX,78946,Fayette County,Neither,31.15,48149
TX,78949,Fayette County,Neither,100,48149
TX,78952,Fayette County,Neither,,48149
TX,78954,Fayette County,Neither,95.99,48149
TX,78956,Fayette County,Neither,92.35,48149
TX,78959,Fayette County,Neither,6.97,48149
TX,78960,Fayette County,Neither,,48149
TX,78961,Fayette County,Neither,,48149
TX,78962,Fayette County,Neither,10.59,48149
TX,78963,Fayette County,Neither,100,48149
TX,79520,Fisher County,Neither,3.18,48151
TX,79526,Fisher County,Neither,1.84,48151
TX,79534,Fisher County,Neither,100,48151
TX,79543,Fisher County,Neither,100,48151
TX,79545,Fisher County,Neither,1.17,48151
TX,79546,Fisher County,Neither,97.75,48151
TX,79556,Fisher County,Neither,2.76,48151
TX,79560,Fisher County,Neither,87.59,48151
TX,79221,Floyd County,Neither,,48153
TX,79231,Floyd County,Neither,100,48153
TX,79235,Floyd County,Neither,98.57,48153
TX,79241,Floyd County,Neither,100,48153
TX,79250,Floyd County,Neither,2.85,48153
TX,79255,Floyd County,Neither,5.78,48153
TX,79258,Floyd County,Neither,100,48153
TX,76384,Foard County,Neither,0.15,48155
TX,79227,Foard County,Neither,93.67,48155
TX,77435,Fort Bend County,Metro,9.03,48157
TX,77485,Fort Bend County,Metro,45.09,48157
TX,75455,Franklin County,Neither,0.25,48159
TX,75457,Franklin County,Neither,100,48159
TX,75478,Franklin County,Neither,1.5,48159
TX,75480,Franklin County,Neither,100,48159
TX,75481,Franklin County,Neither,19.24,48159
TX,75487,Franklin County,Neither,40.95,48159
TX,75494,Franklin County,Neither,15.15,48159
TX,75831,Freestone County,Neither,16.49,48161
TX,75838,Freestone County,Neither,70.57,48161
TX,75840,Freestone County,Neither,100,48161
TX,75848,Freestone County,Neither,100,48161
TX,75855,Freestone County,Neither,45.59,48161
TX,75859,Freestone County,Neither,82.99,48161
TX,75860,Freestone County,Neither,100.01,48161
TX,76667,Freestone County,Neither,3.07,48161
TX,76693,Freestone County,Neither,98.31,48161
TX,78005,Frio County,Micro,70.5,48163
TX,78017,Frio County,Micro,99.11,48163
TX,78057,Frio County,Micro,97.25,48163
TX,78061,Frio County,Micro,100,48163
TX,78886,Frio County,Micro,2.94,48163
TX,79323,Gaines County,Neither,12.02,48165
TX,79331,Gaines County,Neither,0.43,48165
TX,79342,Gaines County,Neither,100,48165
TX,79359,Gaines County,Neither,95,48165
TX,79360,Gaines County,Neither,100,48165
TX,77550,Galveston County,Metro,99.99,48167
TX,77551,Galveston County,Metro,99.99,48167
TX,77552,Galveston County,Metro,,48167
TX,77553,Galveston County,Metro,,48167
TX,77554,Galveston County,Metro,100.01,48167
TX,77555,Galveston County,Metro,,48167
TX,79330,Garza County,Neither,100,48169
TX,79356,Garza County,Neither,98.13,48169
TX,78028,Gillespie County,Micro,1.96,48171
TX,78058,Gillespie County,Micro,9.55,48171
TX,78618,Gillespie County,Micro,81.79,48171
TX,78624,Gillespie County,Micro,97.94,48171
TX,78631,Gillespie County,Micro,76.08,48171
TX,78671,Gillespie County,Micro,97.25,48171
TX,78675,Gillespie County,Micro,100,48171
TX,79720,Glasscock County,Micro,0.72,48173
TX,79739,Glasscock County,Micro,98.44,48173
TX,77963,Goliad County,Metro,100,48175
TX,78107,Goliad County,Metro,100,48175
TX,78164,Goliad County,Metro,4.61,48175
TX,77954,Gonzales County,Neither,0.14,48177
TX,77984,Gonzales County,Neither,9.82,48177
TX,78122,Gonzales County,Neither,100,48177
TX,78140,Gonzales County,Neither,90.17,48177
TX,78159,Gonzales County,Neither,100,48177
TX,78604,Gonzales County,Neither,,48177
TX,78614,Gonzales County,Neither,100,48177
TX,78629,Gonzales County,Neither,99.75,48177
TX,78632,Gonzales County,Neither,62.3,48177
TX,78658,Gonzales County,Neither,,48177
TX,78677,Gonzales County,Neither,100,48177
TX,78941,Gonzales County,Neither,2.84,48177
TX,78959,Gonzales County,Neither,90.58,48177
TX,79002,Gray County,Micro,,48179
TX,79039,Gray County,Micro,10.91,48179
TX,79054,Gray County,Micro,100,48179
TX,79057,Gray County,Micro,91.79,48179
TX,79059,Gray County,Micro,3.35,48179
TX,79065,Gray County,Micro,99.43,48179
TX,79066,Gray County,Micro,,48179
TX,75490,Grayson County,Metro,1.49,48181
TX,76273,Grayson County,Metro,76.8,48181
TX,75662,Gregg County,Metro,72.12,48183
TX,75663,Gregg County,Metro,,48183
TX,77363,Grimes County,Neither,93.7,48185
TX,77830,Grimes County,Neither,100.01,48185
TX,77831,Grimes County,Neither,87.63,48185
TX,77861,Grimes County,Neither,100,48185
TX,77868,Grimes County,Neither,91.98,48185
TX,77873,Grimes County,Neither,54.33,48185
TX,77875,Grimes County,Neither,,48185
TX,77876,Grimes County,Neither,100,48185
TX,78115,Guadalupe County,Metro,,48187
TX,78140,Guadalupe County,Metro,2.78,48187
TX,78155,Guadalupe County,Metro,100.02,48187
TX,78156,Guadalupe County,Metro,,48187
TX,79021,Hale County,Micro,100,48189
TX,79032,Hale County,Micro,100,48189
TX,79041,Hale County,Micro,99.4,48189
TX,79052,Hale County,Micro,2.46,48189
TX,79064,Hale County,Micro,3.4,48189
TX,79072,Hale County,Micro,99.98,48189
TX,79073,Hale County,Micro,,48189
TX,79250,Hale County,Micro,91.38,48189
TX,79311,Hale County,Micro,71.17,48189
TX,79226,Hall County,Neither,0.38,48191
TX,79233,Hall County,Neither,100,48191
TX,79239,Hall County,Neither,100,48191
TX,79245,Hall County,Neither,97.21,48191
TX,79259,Hall County,Neither,33.33,48191
TX,79261,Hall County,Neither,100,48191
TX,76436,Hamilton County,Neither,65.57,48193
TX,76457,Hamilton County,Neither,61.04,48193
TX,76525,Hamilton County,Neither,42.47,48193
TX,76531,Hamilton County,Neither,99.94,48193
TX,76538,Hamilton County,Neither,48.49,48193
TX,76565,Hamilton County,Neither,100,48193
TX,76566,Hamilton County,Neither,10.85,48193
TX,76637,Hamilton County,Neither,8.96,48193
TX,76844,Hamilton County,Neither,0.45,48193
TX,79040,Hansford County,Neither,89.56,48195
TX,79062,Hansford County,Neither,69.73,48195
TX,79081,Hansford County,Neither,97.49,48195
TX,79225,Hardeman County,Neither,97.13,48197
TX,79252,Hardeman County,Neither,99.66,48197
TX,77369,Hardin County,Metro,5.5,48199
TX,77564,Hardin County,Metro,6.54,48199
TX,75642,Harrison County,Metro,100,48203
TX,75657,Harrison County,Metro,3.53,48203
TX,75670,Harrison County,Metro,100.01,48203
TX,75671,Harrison County,Metro,,48203
TX,75672,Harrison County,Metro,100,48203
TX,75688,Harrison County,Metro,,48203
TX,75694,Harrison County,Metro,,48203
TX,79018,Hartley County,Neither,87.23,48205
TX,79022,Hartley County,Neither,44.86,48205
TX,79044,Hartley County,Neither,100,48205
TX,76388,Haskell County,Neither,100,48207
TX,79521,Haskell County,Neither,100,48207
TX,79529,Haskell County,Neither,0.36,48207
TX,79533,Haskell County,Neither,1.27,48207
TX,79539,Haskell County,Neither,100,48207
TX,79544,Haskell County,Neither,100,48207
TX,79547,Haskell County,Neither,100,48207
TX,79548,Haskell County,Neither,100,48207
TX,79553,Haskell County,Neither,2.39,48207
TX,78619,Hays County,Metro,99.99,48209
TX,78663,Hays County,Metro,3.62,48209
TX,78676,Hays County,Metro,99.75,48209
TX,79011,Hemphill County,Neither,36.44,48211
TX,79014,Hemphill County,Neither,98.67,48211
TX,75124,Henderson County,Micro,79.19,48213
TX,75143,Henderson County,Micro,53.51,48213
TX,75148,Henderson County,Micro,100,48213
TX,75156,Henderson County,Micro,100,48213
TX,75163,Henderson County,Micro,100,48213
TX,75751,Henderson County,Micro,98.46,48213
TX,75752,Henderson County,Micro,95.51,48213
TX,75756,Henderson County,Micro,97.18,48213
TX,75758,Henderson County,Micro,93.06,48213
TX,75763,Henderson County,Micro,48.36,48213
TX,75770,Henderson County,Micro,100,48213
TX,75778,Henderson County,Micro,66.53,48213
TX,75782,Henderson County,Micro,,48213
TX,78563,Hidalgo County,Metro,100,48215
TX,78569,Hidalgo County,Metro,2.13,48215
TX,76055,Hill County,Neither,100.01,48217
TX,76093,Hill County,Neither,6.59,48217
TX,76621,Hill County,Neither,100,48217
TX,76622,Hill County,Neither,100,48217
TX,76627,Hill County,Neither,100,48217
TX,76628,Hill County,Neither,100,48217
TX,76631,Hill County,Neither,100,48217
TX,76636,Hill County,Neither,100,48217
TX,76645,Hill County,Neither,100.01,48217
TX,76648,Hill County,Neither,88.62,48217
TX,76650,Hill County,Neither,100,48217
TX,76660,Hill County,Neither,100,48217
TX,76666,Hill County,Neither,100,48217
TX,76673,Hill County,Neither,70.35,48217
TX,76676,Hill County,Neither,100,48217
TX,76692,Hill County,Neither,100,48217
TX,79313,Hockley County,Micro,94.65,48219
TX,79336,Hockley County,Micro,100,48219
TX,79338,Hockley County,Micro,,48219
TX,79339,Hockley County,Micro,1.78,48219
TX,79353,Hockley County,Micro,100,48219
TX,79358,Hockley County,Micro,95.07,48219
TX,79367,Hockley County,Micro,100,48219
TX,79372,Hockley County,Micro,100,48219
TX,79380,Hockley County,Micro,100,48219
TX,76033,Hood County,Micro,0.06,48221
TX,76035,Hood County,Micro,24.42,48221
TX,76048,Hood County,Micro,99.7,48221
TX,76049,Hood County,Micro,97.09,48221
TX,76087,Hood County,Micro,1.33,48221
TX,76433,Hood County,Micro,8.97,48221
TX,76462,Hood County,Micro,45.47,48221
TX,76467,Hood County,Micro,,48221
TX,76476,Hood County,Micro,100,48221
