STATE,ZIP_CODE,coname,CBSA2020 Update,SumOfZPopPct,STCountyFIPS
AL,36091,Autauga County,Metro,9.49,01001
AL,36703,Autauga County,Metro,1.25,01001
AL,36758,Autauga County,Metro,20.82,01001
AL,36480,Baldwin County,Metro,1.02,01003
AL,36502,Baldwin County,Metro,1.2,01003
AL,36507,Baldwin County,Metro,100,01003
AL,36511,Baldwin County,Metro,100,01003
AL,36530,Baldwin County,Metro,100,01003
AL,36535,Baldwin County,Metro,100.01,01003
AL,36536,Baldwin County,Metro,,01003
AL,36542,Baldwin County,Metro,100,01003
AL,36547,Baldwin County,Metro,,01003
AL,36550,Baldwin County,Metro,100,01003
AL,36555,Baldwin County,Metro,100,01003
AL,36562,Baldwin County,Metro,96.12,01003
AL,36579,Baldwin County,Metro,100,01003
AL,36580,Baldwin County,Metro,100,01003
AL,36005,Barbour County,Micro,0.59,01005
AL,36016,Barbour County,Micro,100.01,01005
AL,36017,Barbour County,Micro,100,01005
AL,36027,Barbour County,Micro,98.87,01005
AL,36048,Barbour County,Micro,100,01005
AL,36053,Barbour County,Micro,35.33,01005
AL,36072,Barbour County,Micro,,01005
AL,36311,Barbour County,Micro,22.06,01005
AL,36374,Barbour County,Micro,8.45,01005
AL,36750,Bibb County,Metro,1.93,01007
AL,35013,Blount County,Metro,100,01009
AL,35016,Blount County,Metro,1.78,01009
AL,35063,Blount County,Metro,10.89,01009
AL,35121,Blount County,Metro,99.25,01009
AL,35952,Blount County,Metro,40.08,01009
AL,35957,Blount County,Metro,2.42,01009
AL,35976,Blount County,Metro,2.19,01009
AL,35980,Blount County,Metro,23.83,01009
AL,36005,Bullock County,Neither,27.21,01011
AL,36029,Bullock County,Neither,79.11,01011
AL,36053,Bullock County,Neither,64.67,01011
AL,36061,Bullock County,Neither,,01011
AL,36081,Bullock County,Neither,1.74,01011
AL,36089,Bullock County,Neither,95.22,01011
AL,36015,Butler County,Neither,,01013
AL,36030,Butler County,Neither,100,01013
AL,36033,Butler County,Neither,97.3,01013
AL,36037,Butler County,Neither,99.75,01013
AL,36042,Butler County,Neither,40.2,01013
AL,36071,Butler County,Neither,2.22,01013
AL,36456,Butler County,Neither,68.46,01013
AL,36474,Butler County,Neither,0.24,01013
AL,35096,Calhoun County,Metro,4.64,01015
AL,36274,Chambers County,Micro,5.36,01017
AL,36276,Chambers County,Micro,14.2,01017
AL,36850,Chambers County,Micro,10.95,01017
AL,36854,Chambers County,Micro,82.49,01017
AL,36855,Chambers County,Micro,100,01017
AL,36862,Chambers County,Micro,100,01017
AL,36863,Chambers County,Micro,99.99,01017
AL,36872,Chambers County,Micro,,01017
AL,35959,Cherokee County,Neither,100,01019
AL,35960,Cherokee County,Neither,100,01019
AL,35961,Cherokee County,Neither,9.3,01019
AL,35967,Cherokee County,Neither,2.03,01019
AL,35973,Cherokee County,Neither,100,01019
AL,35983,Cherokee County,Neither,100,01019
AL,35984,Cherokee County,Neither,13.23,01019
AL,36275,Cherokee County,Neither,,01019
AL,35045,Chilton County,Metro,100,01021
AL,35046,Chilton County,Metro,98.9,01021
AL,36091,Chilton County,Metro,89.39,01021
AL,36750,Chilton County,Metro,98.07,01021
AL,36758,Chilton County,Metro,31.52,01021
AL,36790,Chilton County,Metro,100,01021
AL,36558,Choctaw County,Neither,6.67,01023
AL,36904,Choctaw County,Neither,100,01023
AL,36908,Choctaw County,Neither,100,01023
AL,36910,Choctaw County,Neither,100,01023
AL,36912,Choctaw County,Neither,100,01023
AL,36913,Choctaw County,Neither,100,01023
AL,36915,Choctaw County,Neither,100,01023
AL,36916,Choctaw County,Neither,100,01023
AL,36919,Choctaw County,Neither,99.25,01023
AL,36921,Choctaw County,Neither,100,01023
AL,36922,Choctaw County,Neither,73.78,01023
AL,36436,Clarke County,Neither,100,01025
AL,36446,Clarke County,Neither,100,01025
AL,36451,Clarke County,Neither,100,01025
AL,36482,Clarke County,Neither,100,01025
AL,36524,Clarke County,Neither,100,01025
AL,36540,Clarke County,Neither,100,01025
AL,36545,Clarke County,Neither,100,01025
AL,36727,Clarke County,Neither,100,01025
AL,36751,Clarke County,Neither,9.31,01025
AL,36784,Clarke County,Neither,86.82,01025
AL,35072,Clay County,Neither,25.59,01027
AL,35082,Clay County,Neither,100,01027
AL,35150,Clay County,Neither,0.14,01027
AL,35160,Clay County,Neither,2.31,01027
AL,36251,Clay County,Neither,100,01027
AL,36255,Clay County,Neither,98.14,01027
AL,36256,Clay County,Neither,1.02,01027
AL,36258,Clay County,Neither,51.03,01027
AL,36266,Clay County,Neither,86.4,01027
AL,36267,Clay County,Neither,100,01027
AL,36268,Clay County,Neither,0.42,01027
AL,36276,Clay County,Neither,7.21,01027
AL,36258,Cleburne County,Neither,36.59,01029
AL,36261,Cleburne County,Neither,,01029
AL,36262,Cleburne County,Neither,100,01029
AL,36264,Cleburne County,Neither,95.06,01029
AL,36269,Cleburne County,Neither,100,01029
AL,36273,Cleburne County,Neither,100,01029
AL,36009,Coffee County,Micro,2.49,01031
AL,36010,Coffee County,Micro,14.54,01031
AL,36034,Coffee County,Micro,23.17,01031
AL,36079,Coffee County,Micro,3.62,01031
AL,36311,Coffee County,Micro,9.46,01031
AL,36322,Coffee County,Micro,1.21,01031
AL,36323,Coffee County,Micro,100,01031
AL,36330,Coffee County,Micro,91.06,01031
AL,36331,Coffee County,Micro,,01031
AL,36346,Coffee County,Micro,100,01031
AL,36351,Coffee County,Micro,99.99,01031
AL,36360,Coffee County,Micro,0.04,01031
AL,36453,Coffee County,Micro,61.05,01031
AL,36467,Coffee County,Micro,2.95,01031
AL,36477,Coffee County,Micro,6.77,01031
AL,35653,Colbert County,Metro,2.52,01033
AL,35654,Colbert County,Metro,13.33,01033
MS,38852,Colbert County,Metro,0.54,01033
AL,36033,Conecuh County,Neither,2.51,01035
AL,36401,Conecuh County,Neither,99.56,01035
AL,36421,Conecuh County,Neither,2.03,01035
AL,36426,Conecuh County,Neither,0.7,01035
AL,36429,Conecuh County,Neither,,01035
AL,36432,Conecuh County,Neither,84.38,01035
AL,36454,Conecuh County,Neither,100,01035
AL,36456,Conecuh County,Neither,25.17,01035
AL,36460,Conecuh County,Neither,0.31,01035
AL,36471,Conecuh County,Neither,2.94,01035
AL,36473,Conecuh County,Neither,100,01035
AL,36474,Conecuh County,Neither,2.73,01035
AL,36475,Conecuh County,Neither,74.6,01035
AL,36502,Conecuh County,Neither,0.47,01035
AL,35010,Coosa County,Micro,6.56,01037
AL,35046,Coosa County,Micro,1.1,01037
AL,35072,Coosa County,Micro,63.32,01037
AL,35089,Coosa County,Micro,67.16,01037
AL,35136,Coosa County,Micro,100,01037
AL,35150,Coosa County,Micro,0.7,01037
AL,35151,Coosa County,Micro,24.71,01037
AL,35183,Coosa County,Micro,100,01037
AL,36026,Coosa County,Micro,69.7,01037
AL,36091,Coosa County,Micro,1.12,01037
AL,36028,Covington County,Neither,57.62,01039
AL,36038,Covington County,Neither,100,01039
AL,36420,Covington County,Neither,98.45,01039
AL,36421,Covington County,Neither,97.96,01039
AL,36442,Covington County,Neither,99.52,01039
AL,36453,Covington County,Neither,0.73,01039
AL,36455,Covington County,Neither,100,01039
AL,36456,Covington County,Neither,6.37,01039
AL,36467,Covington County,Neither,97.04,01039
AL,36474,Covington County,Neither,97.03,01039
AL,36476,Covington County,Neither,100,01039
AL,36483,Covington County,Neither,66.04,01039
AL,36009,Crenshaw County,Neither,97.51,01041
AL,36028,Crenshaw County,Neither,42.39,01041
AL,36034,Crenshaw County,Neither,28.5,01041
AL,36035,Crenshaw County,Neither,15.53,01041
AL,36037,Crenshaw County,Neither,0.24,01041
AL,36041,Crenshaw County,Neither,98.33,01041
AL,36042,Crenshaw County,Neither,59.8,01041
AL,36046,Crenshaw County,Neither,62.68,01041
AL,36049,Crenshaw County,Neither,98.69,01041
AL,36062,Crenshaw County,Neither,,01041
AL,36071,Crenshaw County,Neither,97.78,01041
AL,35016,Cullman County,Micro,11.29,01043
AL,35019,Cullman County,Micro,78.5,01043
AL,35033,Cullman County,Micro,90.89,01043
AL,35053,Cullman County,Micro,85.36,01043
AL,35055,Cullman County,Micro,100,01043
AL,35056,Cullman County,Micro,,01043
AL,35057,Cullman County,Micro,100,01043
AL,35058,Cullman County,Micro,100,01043
AL,35070,Cullman County,Micro,100,01043
AL,35077,Cullman County,Micro,100,01043
AL,35083,Cullman County,Micro,100,01043
AL,35087,Cullman County,Micro,52.29,01043
AL,35098,Cullman County,Micro,86.69,01043
AL,35179,Cullman County,Micro,98.29,01043
AL,35540,Cullman County,Micro,1.66,01043
AL,35541,Cullman County,Micro,0.25,01043
AL,35621,Cullman County,Micro,4.8,01043
AL,35976,Cullman County,Micro,0.15,01043
AL,36010,Dale County,Micro,0.75,01045
AL,36311,Dale County,Micro,68.48,01045
AL,36322,Dale County,Micro,98.52,01045
AL,36330,Dale County,Micro,8.94,01045
AL,36350,Dale County,Micro,92.58,01045
AL,36360,Dale County,Micro,99.96,01045
AL,36361,Dale County,Micro,,01045
AL,36362,Dale County,Micro,100,01045
AL,36371,Dale County,Micro,100,01045
AL,36374,Dale County,Micro,91.55,01045
AL,36701,Dallas County,Micro,98.45,01047
AL,36702,Dallas County,Micro,,01047
AL,36703,Dallas County,Micro,98.76,01047
AL,36758,Dallas County,Micro,47.66,01047
AL,36759,Dallas County,Micro,88.41,01047
AL,36761,Dallas County,Micro,50.13,01047
AL,36767,Dallas County,Micro,100,01047
AL,36773,Dallas County,Micro,72.07,01047
AL,36775,Dallas County,Micro,100.01,01047
AL,35765,DeKalb County,Micro,5.7,01049
AL,35771,DeKalb County,Micro,3.18,01049
AL,35951,DeKalb County,Micro,14.66,01049
AL,35957,DeKalb County,Micro,11.9,01049
AL,35961,DeKalb County,Micro,83.58,01049
AL,35962,DeKalb County,Micro,94.83,01049
AL,35963,DeKalb County,Micro,100,01049
AL,35966,DeKalb County,Micro,33.5,01049
AL,35967,DeKalb County,Micro,97.96,01049
AL,35968,DeKalb County,Micro,100,01049
AL,35971,DeKalb County,Micro,100,01049
AL,35974,DeKalb County,Micro,100,01049
AL,35975,DeKalb County,Micro,90.93,01049
AL,35978,DeKalb County,Micro,81.13,01049
AL,35979,DeKalb County,Micro,59.3,01049
AL,35981,DeKalb County,Micro,100,01049
AL,35984,DeKalb County,Micro,86.77,01049
AL,35986,DeKalb County,Micro,100,01049
AL,35988,DeKalb County,Micro,100,01049
AL,35989,DeKalb County,Micro,100,01049
AL,35010,Elmore County,Metro,1.27,01051
AL,36026,Elmore County,Metro,30.31,01051
AL,36045,Elmore County,Metro,,01051
AL,36078,Elmore County,Metro,64.06,01051
AL,36420,Escambia County,Micro,1.55,01053
AL,36426,Escambia County,Micro,99.29,01053
AL,36427,Escambia County,Micro,,01053
AL,36432,Escambia County,Micro,15.63,01053
AL,36441,Escambia County,Micro,100,01053
AL,36483,Escambia County,Micro,33.96,01053
AL,36502,Escambia County,Micro,96.99,01053
AL,36503,Escambia County,Micro,,01053
AL,36504,Escambia County,Micro,,01053
AL,36543,Escambia County,Micro,100,01053
AL,36562,Escambia County,Micro,3.88,01053
AL,35952,Etowah County,Metro,59.92,01055
AL,35956,Etowah County,Metro,100,01055
AL,35961,Etowah County,Metro,7.12,01055
AL,35542,Fayette County,Neither,100,01057
AL,35545,Fayette County,Neither,100,01057
AL,35546,Fayette County,Neither,64.5,01057
AL,35549,Fayette County,Neither,7.65,01057
AL,35554,Fayette County,Neither,55.57,01057
AL,35555,Fayette County,Neither,97.08,01057
AL,35559,Fayette County,Neither,100,01057
AL,35563,Fayette County,Neither,2.83,01057
AL,35574,Fayette County,Neither,9.09,01057
AL,35594,Fayette County,Neither,31,01057
AL,35564,Franklin County,Neither,1.65,01059
AL,35565,Franklin County,Neither,2.62,01059
AL,35571,Franklin County,Neither,81.34,01059
AL,35581,Franklin County,Neither,87.85,01059
AL,35582,Franklin County,Neither,100,01059
AL,35585,Franklin County,Neither,100,01059
AL,35593,Franklin County,Neither,83.79,01059
AL,35653,Franklin County,Neither,97.49,01059
AL,35654,Franklin County,Neither,86.47,01059
AL,36322,Geneva County,Metro,0.28,01061
AL,36442,Geneva County,Metro,0.48,01061
AL,36453,Geneva County,Metro,38.22,01061
AL,36477,Geneva County,Metro,93.22,01061
AL,35464,Greene County,Metro,20.49,01063
AL,36738,Hale County,Metro,20.48,01065
AL,36742,Hale County,Metro,18.05,01065
AL,36027,Henry County,Metro,0.42,01067
AL,36373,Henry County,Metro,100,01067
AL,36350,Houston County,Metro,7.42,01069
AL,35740,Jackson County,Micro,100,01071
AL,35744,Jackson County,Micro,100,01071
AL,35745,Jackson County,Micro,100,01071
AL,35746,Jackson County,Micro,100,01071
AL,35751,Jackson County,Micro,100,01071
AL,35752,Jackson County,Micro,100,01071
AL,35755,Jackson County,Micro,45.73,01071
AL,35764,Jackson County,Micro,100,01071
AL,35765,Jackson County,Micro,94.3,01071
AL,35766,Jackson County,Micro,100,01071
AL,35768,Jackson County,Micro,100,01071
AL,35769,Jackson County,Micro,81.41,01071
AL,35771,Jackson County,Micro,96.82,01071
AL,35772,Jackson County,Micro,99.99,01071
AL,35774,Jackson County,Micro,100,01071
AL,35776,Jackson County,Micro,87.45,01071
AL,35958,Jackson County,Micro,100,01071
AL,35966,Jackson County,Micro,66.5,01071
AL,35978,Jackson County,Micro,18.87,01071
AL,35979,Jackson County,Micro,40.7,01071
AL,35063,Jefferson County,Metro,6.36,01073
AL,35130,Jefferson County,Metro,38.08,01073
AL,35148,Jefferson County,Metro,0.7,01073
AL,35544,Lamar County,Neither,100,01075
AL,35552,Lamar County,Neither,52.59,01075
AL,35555,Lamar County,Neither,0.93,01075
AL,35563,Lamar County,Neither,1.2,01075
AL,35570,Lamar County,Neither,0.07,01075
AL,35574,Lamar County,Neither,74.59,01075
AL,35576,Lamar County,Neither,91.08,01075
AL,35586,Lamar County,Neither,100,01075
AL,35592,Lamar County,Neither,100,01075
AL,35614,Lauderdale County,Metro,0.09,01077
AL,35565,Lawrence County,Metro,0.13,01079
AL,35650,Lawrence County,Metro,100,01079
AL,35654,Lawrence County,Metro,0.21,01079
AL,36850,Lee County,Metro,1.83,01081
AL,36854,Lee County,Metro,17.51,01081
AL,36866,Lee County,Metro,5.26,01081
AL,35611,Limestone County,Metro,100.01,01083
AL,35612,Limestone County,Metro,,01083
AL,35614,Limestone County,Metro,99.9,01083
AL,35620,Limestone County,Metro,100,01083
AL,35647,Limestone County,Metro,100,01083
AL,35671,Limestone County,Metro,100,01083
AL,36761,Lowndes County,Metro,46.6,01085
AL,36029,Macon County,Neither,20.89,01087
AL,36031,Macon County,Neither,100,01087
AL,36039,Macon County,Neither,100,01087
AL,36075,Macon County,Neither,100,01087
AL,36083,Macon County,Neither,100,01087
AL,36087,Macon County,Neither,,01087
AL,36088,Macon County,Neither,100.01,01087
AL,36089,Macon County,Neither,4.78,01087
AL,36866,Macon County,Neither,72.31,01087
AL,35776,Madison County,Metro,1.12,01089
AL,36722,Marengo County,Neither,4.87,01091
AL,36728,Marengo County,Neither,40.35,01091
AL,36732,Marengo County,Neither,100,01091
AL,36736,Marengo County,Neither,100,01091
AL,36738,Marengo County,Neither,79.51,01091
AL,36742,Marengo County,Neither,81.94,01091
AL,36745,Marengo County,Neither,,01091
AL,36748,Marengo County,Neither,100,01091
AL,36754,Marengo County,Neither,100,01091
AL,36763,Marengo County,Neither,100,01091
AL,36764,Marengo County,Neither,,01091
AL,36769,Marengo County,Neither,9.75,01091
AL,36773,Marengo County,Neither,27.93,01091
AL,36782,Marengo County,Neither,100,01091
AL,36783,Marengo County,Neither,99.15,01091
AL,36784,Marengo County,Neither,10.45,01091
AL,36786,Marengo County,Neither,1.01,01091
AL,35543,Marion County,Neither,100,01093
AL,35548,Marion County,Neither,100,01093
AL,35552,Marion County,Neither,47.41,01093
AL,35554,Marion County,Neither,6.16,01093
AL,35563,Marion County,Neither,95.96,01093
AL,35564,Marion County,Neither,98.35,01093
AL,35565,Marion County,Neither,24.69,01093
AL,35570,Marion County,Neither,99.93,01093
AL,35571,Marion County,Neither,18.66,01093
AL,35581,Marion County,Neither,12.15,01093
AL,35593,Marion County,Neither,16.21,01093
AL,35594,Marion County,Neither,69,01093
AL,35016,Marshall County,Micro,86.93,01095
AL,35087,Marshall County,Micro,5.63,01095
AL,35175,Marshall County,Micro,77.01,01095
AL,35747,Marshall County,Micro,100,01095
AL,35755,Marshall County,Micro,54.27,01095
AL,35769,Marshall County,Micro,18.58,01095
AL,35776,Marshall County,Micro,11.43,01095
AL,35950,Marshall County,Micro,99.99,01095
AL,35951,Marshall County,Micro,85.34,01095
AL,35957,Marshall County,Micro,85.7,01095
AL,35962,Marshall County,Micro,5.16,01095
AL,35964,Marshall County,Micro,,01095
AL,35975,Marshall County,Micro,9.07,01095
AL,35976,Marshall County,Micro,97.66,01095
AL,35980,Marshall County,Micro,76.16,01095
AL,36528,Mobile County,Metro,100,01097
AL,36033,Monroe County,Neither,0.19,01099
AL,36401,Monroe County,Neither,0.45,01099
AL,36425,Monroe County,Neither,100,01099
AL,36439,Monroe County,Neither,100,01099
AL,36444,Monroe County,Neither,100,01099
AL,36445,Monroe County,Neither,100,01099
AL,36449,Monroe County,Neither,,01099
AL,36457,Monroe County,Neither,,01099
AL,36458,Monroe County,Neither,,01099
AL,36460,Monroe County,Neither,99.69,01099
AL,36461,Monroe County,Neither,,01099
AL,36470,Monroe County,Neither,100,01099
AL,36471,Monroe County,Neither,97.06,01099
AL,36475,Monroe County,Neither,25.41,01099
AL,36480,Monroe County,Neither,98.98,01099
AL,36481,Monroe County,Neither,89.38,01099
AL,36502,Monroe County,Neither,1.34,01099
AL,36751,Monroe County,Neither,46.35,01099
AL,36753,Monroe County,Neither,74.12,01099
AL,36768,Monroe County,Neither,5.84,01099
AL,36041,Montgomery County,Metro,1.67,01101
AL,36046,Montgomery County,Metro,37.32,01101
AL,35019,Morgan County,Metro,21.49,01103
AL,35087,Morgan County,Metro,42.08,01103
AL,35175,Morgan County,Metro,23,01103
AL,35179,Morgan County,Metro,1.47,01103
AL,35621,Morgan County,Metro,95.2,01103
AL,36701,Perry County,Neither,1.55,01105
AL,36756,Perry County,Neither,99.99,01105
AL,36759,Perry County,Neither,11.59,01105
AL,36786,Perry County,Neither,98.99,01105
AL,35461,Pickens County,Metro,100,01107
AL,35471,Pickens County,Metro,,01107
AL,35555,Pickens County,Metro,0.12,01107
AL,35574,Pickens County,Metro,15.73,01107
AL,35576,Pickens County,Metro,8.92,01107
AL,36005,Pike County,Micro,72.2,01109
AL,36010,Pike County,Micro,84.71,01109
AL,36034,Pike County,Micro,48.33,01109
AL,36035,Pike County,Micro,84.48,01109
AL,36049,Pike County,Micro,1.31,01109
AL,36079,Pike County,Micro,96.38,01109
AL,36081,Pike County,Micro,98.26,01109
AL,36082,Pike County,Micro,100,01109
AL,36258,Randolph County,Neither,12.38,01111
AL,36263,Randolph County,Neither,100,01111
AL,36264,Randolph County,Neither,4.94,01111
AL,36266,Randolph County,Neither,13.6,01111
AL,36274,Randolph County,Neither,94.64,01111
AL,36276,Randolph County,Neither,76.12,01111
AL,36278,Randolph County,Neither,99.99,01111
AL,36280,Randolph County,Neither,100,01111
AL,36027,Russell County,Metro,0.7,01113
AL,35054,St Clair County,Metro,100,01115
AL,35121,St Clair County,Metro,0.74,01115
AL,35125,St Clair County,Metro,100,01115
AL,35128,St Clair County,Metro,100.01,01115
AL,35135,St Clair County,Metro,100,01115
AL,35459,Sumter County,Neither,100,01119
AL,35460,Sumter County,Neither,100,01119
AL,35464,Sumter County,Neither,79.51,01119
AL,35470,Sumter County,Neither,100,01119
AL,35477,Sumter County,Neither,100,01119
AL,36901,Sumter County,Neither,100,01119
AL,36907,Sumter County,Neither,100,01119
AL,36922,Sumter County,Neither,26.22,01119
AL,36925,Sumter County,Neither,100,01119
AL,35014,Talladega County,Micro,100,01121
AL,35032,Talladega County,Micro,100,01121
AL,35044,Talladega County,Micro,99.99,01121
AL,35072,Talladega County,Micro,0.46,01121
AL,35096,Talladega County,Micro,95.37,01121
AL,35149,Talladega County,Micro,100,01121
AL,35150,Talladega County,Micro,99.17,01121
AL,35151,Talladega County,Micro,75.28,01121
AL,35160,Talladega County,Micro,97.69,01121
AL,35161,Talladega County,Micro,,01121
AL,36268,Talladega County,Micro,99.57,01121
AL,35010,Tallapoosa County,Micro,92.16,01123
AL,35011,Tallapoosa County,Micro,,01123
AL,35072,Tallapoosa County,Micro,10.63,01123
AL,35089,Tallapoosa County,Micro,32.84,01123
AL,36023,Tallapoosa County,Micro,,01123
AL,36078,Tallapoosa County,Micro,35.94,01123
AL,36255,Tallapoosa County,Micro,1.86,01123
AL,36256,Tallapoosa County,Micro,98.98,01123
AL,36276,Tallapoosa County,Micro,2.47,01123
AL,36850,Tallapoosa County,Micro,87.23,01123
AL,36853,Tallapoosa County,Micro,100,01123
AL,36861,Tallapoosa County,Micro,100,01123
AL,36866,Tallapoosa County,Micro,22.43,01123
AL,35546,Tuscaloosa County,Metro,32.17,01125
AL,35555,Tuscaloosa County,Metro,1.87,01125
AL,35574,Tuscaloosa County,Metro,0.6,01125
AL,35579,Tuscaloosa County,Metro,0.45,01125
AL,35033,Walker County,Micro,9.11,01127
AL,35038,Walker County,Micro,,01127
AL,35063,Walker County,Micro,82.76,01127
AL,35130,Walker County,Micro,61.92,01127
AL,35148,Walker County,Micro,99.3,01127
AL,35501,Walker County,Micro,100,01127
AL,35502,Walker County,Micro,,01127
AL,35503,Walker County,Micro,95.68,01127
AL,35504,Walker County,Micro,100,01127
AL,35546,Walker County,Micro,3.33,01127
AL,35549,Walker County,Micro,92.35,01127
AL,35550,Walker County,Micro,100,01127
AL,35554,Walker County,Micro,38.28,01127
AL,35560,Walker County,Micro,,01127
AL,35573,Walker County,Micro,,01127
AL,35578,Walker County,Micro,84.75,01127
AL,35579,Walker County,Micro,99.57,01127
AL,35580,Walker County,Micro,100,01127
AL,35584,Walker County,Micro,100,01127
AL,35587,Walker County,Micro,100,01127
AL,36558,Washington County,Metro,93.33,01129
AL,36919,Washington County,Metro,0.75,01129
AL,36435,Wilcox County,Neither,100,01131
AL,36481,Wilcox County,Neither,10.62,01131
AL,36720,Wilcox County,Neither,100,01131
AL,36722,Wilcox County,Neither,95.13,01131
AL,36723,Wilcox County,Neither,100,01131
AL,36726,Wilcox County,Neither,100,01131
AL,36728,Wilcox County,Neither,59.66,01131
AL,36741,Wilcox County,Neither,,01131
AL,36751,Wilcox County,Neither,44.34,01131
AL,36753,Wilcox County,Neither,25.88,01131
AL,36761,Wilcox County,Neither,3.27,01131
AL,36766,Wilcox County,Neither,100,01131
AL,36768,Wilcox County,Neither,94.16,01131
AL,36769,Wilcox County,Neither,90.25,01131
AL,36783,Wilcox County,Neither,0.85,01131
AL,36784,Wilcox County,Neither,2.73,01131
AL,35053,Winston County,Neither,14.64,01133
AL,35098,Winston County,Neither,13.31,01133
AL,35179,Winston County,Neither,0.23,01133
AL,35503,Winston County,Neither,4.31,01133
AL,35540,Winston County,Neither,98.35,01133
AL,35541,Winston County,Neither,99.75,01133
AL,35551,Winston County,Neither,,01133
AL,35553,Winston County,Neither,100,01133
AL,35565,Winston County,Neither,72.56,01133
AL,35572,Winston County,Neither,100,01133
AL,35575,Winston County,Neither,100,01133
AL,35577,Winston County,Neither,100,01133
AL,35578,Winston County,Neither,15.25,01133
AK,99553,Aleutians East Borough,Neither,100,02013
AK,99571,Aleutians East Borough,Neither,100,02013
AK,99583,Aleutians East Borough,Neither,100,02013
AK,99612,Aleutians East Borough,Neither,100,02013
AK,99661,Aleutians East Borough,Neither,100,02013
AK,99546,Aleutians West Census Area,Neither,100,02016
AK,99547,Aleutians West Census Area,Neither,100,02016
AK,99591,Aleutians West Census Area,Neither,100,02016
AK,99638,Aleutians West Census Area,Neither,100,02016
AK,99660,Aleutians West Census Area,Neither,100,02016
AK,99685,Aleutians West Census Area,Neither,100,02016
AK,99692,Aleutians West Census Area,Neither,100,02016
AK,99540,Anchorage Borough,Metro,100,02020
AK,99567,Anchorage Borough,Metro,100,02020
AK,99587,Anchorage Borough,Metro,100,02020
AK,99545,Bethel Census Area,Neither,,02050
AK,99551,Bethel Census Area,Neither,100,02050
AK,99552,Bethel Census Area,Neither,100,02050
AK,99557,Bethel Census Area,Neither,100,02050
AK,99559,Bethel Census Area,Neither,100,02050
AK,99561,Bethel Census Area,Neither,100,02050
AK,99575,Bethel Census Area,Neither,100,02050
AK,99578,Bethel Census Area,Neither,100,02050
AK,99589,Bethel Census Area,Neither,100,02050
AK,99607,Bethel Census Area,Neither,100,02050
AK,99609,Bethel Census Area,Neither,100,02050
AK,99614,Bethel Census Area,Neither,100,02050
AK,99621,Bethel Census Area,Neither,100,02050
AK,99622,Bethel Census Area,Neither,100,02050
AK,99626,Bethel Census Area,Neither,100,02050
AK,99630,Bethel Census Area,Neither,100,02050
AK,99634,Bethel Census Area,Neither,100,02050
AK,99637,Bethel Census Area,Neither,100,02050
AK,99641,Bethel Census Area,Neither,100,02050
AK,99651,Bethel Census Area,Neither,100,02050
AK,99655,Bethel Census Area,Neither,100,02050
AK,99656,Bethel Census Area,Neither,100,02050
AK,99668,Bethel Census Area,Neither,100,02050
AK,99679,Bethel Census Area,Neither,100,02050
AK,99680,Bethel Census Area,Neither,100,02050
AK,99681,Bethel Census Area,Neither,100,02050
AK,99690,Bethel Census Area,Neither,100,02050
AK,99613,Bristol Bay Borough,Neither,86.18,02060
AK,99633,Bristol Bay Borough,Neither,100,02060
AK,99670,Bristol Bay Borough,Neither,100,02060
AK,99704,Denali Borough,Neither,100,02068
AK,99729,Denali Borough,Neither,94.81,02068
AK,99743,Denali Borough,Neither,100,02068
AK,99744,Denali Borough,Neither,100,02068
AK,99755,Denali Borough,Neither,100,02068
AK,99760,Denali Borough,Neither,9.04,02068
AK,99555,Dillingham Census Area,Neither,100,02070
AK,99569,Dillingham Census Area,Neither,100,02070
AK,99576,Dillingham Census Area,Neither,100,02070
AK,99580,Dillingham Census Area,Neither,100,02070
AK,99628,Dillingham Census Area,Neither,100,02070
AK,99636,Dillingham Census Area,Neither,100,02070
AK,99678,Dillingham Census Area,Neither,100,02070
AK,99702,Fairbanks North Star Borough,Metro,100,02090
AK,99714,Fairbanks North Star Borough,Metro,100,02090
AK,99760,Fairbanks North Star Borough,Metro,3.57,02090
AK,99827,Haines Borough,Neither,96.35,02100
AK,99820,Hoonah-Angoon Borough,Neither,100,02105
AK,99825,Hoonah-Angoon Borough,Neither,100,02105
AK,99826,Hoonah-Angoon Borough,Neither,100,02105
AK,99827,Hoonah-Angoon Borough,Neither,3.65,02105
AK,99829,Hoonah-Angoon Borough,Neither,100,02105
AK,99832,Hoonah-Angoon Borough,Neither,100,02105
AK,99841,Hoonah-Angoon Borough,Neither,100,02105
AK,99801,City and Borough of Juneau,Micro,99.99,02110
AK,99802,City and Borough of Juneau,Micro,,02110
AK,99803,City and Borough of Juneau,Micro,,02110
AK,99811,City and Borough of Juneau,Micro,,02110
AK,99812,City and Borough of Juneau,Micro,,02110
AK,99821,City and Borough of Juneau,Micro,,02110
AK,99824,City and Borough of Juneau,Micro,100,02110
AK,99850,City and Borough of Juneau,Micro,,02110
AK,99556,Kenai Peninsula Borough,Neither,100,02122
AK,99568,Kenai Peninsula Borough,Neither,100,02122
AK,99572,Kenai Peninsula Borough,Neither,100,02122
AK,99603,Kenai Peninsula Borough,Neither,100,02122
AK,99605,Kenai Peninsula Borough,Neither,100,02122
AK,99610,Kenai Peninsula Borough,Neither,100,02122
AK,99611,Kenai Peninsula Borough,Neither,99.99,02122
AK,99631,Kenai Peninsula Borough,Neither,100,02122
AK,99635,Kenai Peninsula Borough,Neither,,02122
